并不比	bbb
白山黑水	behe
百身何赎	behev
不是很少	behevo
不是很熟	behevo
不是很高	behg
不是很好	behh
不是很坏	behhv
不是很火	behhvo
班师回朝	behj
比手划脚	behjv
比手画脚	behjvi
不是很近	behjvo
不是很长	behjvo
不是很快	behk
表示毫无压力	behl
不是好鸟	behn
别说话	beho
冰蚀湖	behou
百世汇通	beht
博士后	behu
不说话	behv
不是很	behvo
不识货	behvoi
班师回朝	behw
不是很差	behwv
不识好人心	behx
不是很想	behxv
不是很小	behxvo
不是很行	behxvo
不受欢迎	behy
倍受欢迎	behyi
表示欢迎	behyv
不是好友	behyvo
不是很有	behyvo
不是很远	behyvo
表示怀疑	behyvv
办事处	bej
不是绝对	bejd
巴山楚水	beje
博施济众	bejf
办事机构	bejg
不说假话	bejh
饱受饥寒	bejhu
保时捷	beji
保释金	bejiu
本世纪初	bejj
不胜酒力	bejl
毕生精力	bejlv
本世纪末	bejm
保守机密	bejmi
本世纪内	bejn
必杀技	bejo
被删除	bejou
屏声静气	bejq
八十出头	bejt
八十几	beju
不睡觉	bejv
不涉及	bejva
不实际	bejvo
本世纪	bejvv
备受煎熬	bejx
避实就虚	bejxa
避实击虚	bejxao
饱受煎熬	bejxu
杯水车薪	bejxv
必胜客	bek
百世快递	bekd
宝山空回	bekh
别墅靠海	bekho
比什凯克	bekk
百事可乐	bekl
笔试科目	bekm
不尚空谈	bekt
伴手礼	bel
本硕连读	beld
逼上梁山	bele
百世流芳	belf
闭上了眼睛	belj
不甚了了	bell
不识庐山真面目	belm
别说了	belo
鄙视链	beloo
必杀令	belou
宝石蓝	belov
备受凌辱	belr
杯水粒粟	bels
碧水蓝天	belt
白说了	belu
不说了	belv
不熟练	belvo
不顺利	belvu
博士论文	belw
闭上了眼	bely
不是吗	bem
百身莫赎	beme
不胜枚举	bemj
报上名来	beml
保守秘密	bemm
毕淑敏	bemv
不是没有	bemy
表示满意	bemyv
不是你	ben
八十年代	bend
不是你的	bendv
不是难事	bene
不失农时	benev
不是那个	beng
扮神弄鬼	bengi
不是能够	bengv
不是那里	benl
不是那么	benm
白水泥	benu
不是那样	beny
饱食暖衣	benyu
保守派	bep
别生气	beq
兵书战策	beqc
不是这样的	beqd
不是真的	beqdv
碧水青山	beqe
不胜其烦	beqf
不受侵犯	beqfv
不是这个	beqg
表示祝贺	beqh
保税区	beqi
北市区	beqio
白手起家	beqj
不胜其苦	beqk
倍受青睐	beql
别生气了	beqlo
备受青睐	beqlu
不是这么	beqm
倍受瞩目	beqmi
备受瞩目	beqmu
变声器	beqo
宝山区	beqoi
半衰期	beqoo
变声期	beqov
便是晴天	beqt
表实证	beqv
冰释前嫌	beqx
不是这样	beqy
保守主义	beqyi
饱受争议	beqyu
表示歉意	beqyv
不少人	ber
不是如此	berc
不是任何	berh
不食人间烟火	berhv
保湿乳	beri
半兽人	bero
不是人	berv
不胜荣幸	berx
八十岁	bes
被上诉人	besr
保守思想	besx
白砂糖	bet
不是特别	betb
不是他的	betd
不是她的	betdv
不是太懂	betdvo
不识泰山	bete
不识抬举	betj
不上台面	betm
表示同情	betq
白手套	betu
板刷头	betv
百事通	betvv
备受推崇	betw
表示同意	bety
不失为	bew
不是我的	bewd
不是味道	bewdv
不说为好	bewh
百事无成	bewj
不是为了	bewl
榜上无名	bewm
不是我们	bewmv
博士文凭	bewp
不是完全	bewq
不是问题	bewt
八十万	bewu
不是我	bewv
表示慰问	beww
杯水车薪	bewx
不是味儿	bewxv
必输无疑	bewy
不熟悉	bex
办手续	bexa
表示哀悼	bexd
不受限制	bexf
不说二话	bexh
别伤心了	bexl
博士学历	bexlu
必胜信念	bexn
半身像	bexo
屏声息气	bexq
不省心	bexv
不是啊	bexvo
不识像	bexvoi
不时兴	bexvoo
不识相	bexvov
不顺心	bexvu
博士学位	bexw
不胜唏嘘	bexx
不守信用	bexy
不适应	bey
办事员	beya
不说也罢	beyb
不是一般	beybv
不善言辞	beyc
不擅言辞	beycv
表示压力很大	beyd
冰上运动	beydo
表示鸭梨很大	beydv
不识一丁	beydvo
博士研究生	beye
不受约束	beyev
不是一种	beyf
别树一帜	beyfo
不是一个	beyg
表示一个	beygv
表示遗憾	beyh
冰山一角	beyj
闭上眼睛	beyjo
不是已经	beyjv
补上一课	beyk
榜上有名	beym
搬上银幕	beymi
被水淹没	beymo
不是有吗	beymv
八十一难	beyn
闭上眼	beyo
半山腰	beyoi
被蛇咬	beyoio
背水一战	beyq
不是冤家不聚头	beyt
不善言谈	beytv
不顺眼	beyv
不属于	beyva
不少于	beyvi
不善于	beyvo
不实用	beyvou
不是有	beyvov
不适用	beyvu
不是因为	beyw
不是以为	beywv
不受影响	beyx
败事有余	beyy
巴山夜雨	beyya
不是有意	beyyv
不识字	bez
倍受尊敬	bezj
表示尊敬	bezjv
背水作战	bezq
不是滋味	bezw
百分比	bfb
包治百病	bfbb
斑鬓	bfbbv
不置褒贬	bfbbvi
班彪	bfbc
不分彼此	bfbcv
版别	bfbd
边防部队	bfbda
班别	bfbdv
斑斑	bfbf
办班	bfbfa
半殖半封	bfbfo
般般	bfbfu
百发百中	bfbfv
不悱不发	bfbfvo
不分伯仲	bfbfvu
搬兵	bfbg
斑白	bfbh
半百	bfbho
百折不回	bfbhv
颁布	bfbj
避之不及	bfbja
半部	bfbjo
半步	bfbjoi
不知不觉	bfbjv
不着边际	bfbjvo
比质比价	bfbjvu
半壁	bfbk
半笔	bfbko
不折不扣	bfbkv
板壁	bfbkva
斑驳	bfbl
保质保量	bfbli
斑剥	bfblv
半边	bfbm
伯父伯母	bfbmi
版本	bfbn
扳本	bfbni
半本	bfbno
百折不挠	bfbnv
坂本	bfbnvv
不愤不启	bfbq
不重不轻	bfbqv
百分百	bfbv
不方便	bfbvo
半杯	bfbw
半辈	bfbwo
不服不行	bfbx
不忠不孝	bfbxv
半遮半掩	bfby
办报	bfbz
半饱	bfbzo
半包	bfbzou
板报	bfbzv
白发苍苍	bfcc
半侧	bfce
不负此生	bfcev
板材	bfch
半粗	bfcj
班次	bfck
版次	bfcku
办错	bfcl
包装材料	bfclu
不着寸缕	bfclv
半仓	bfcp
板擦	bfcs
不服从	bfcv
半寸	bfcw
板寸	bfcwv
不复存在	bfcz
班草	bfczv
不知道	bfd
编织袋	bfda
班队	bfdb
不知道怎么办	bfdbv
搬掉	bfdc
缤纷多彩	bfdca
半吊	bfdco
不知道的	bfdd
般的	bfde
半丁	bfdg
不知道什么时候	bfdh
伴读	bfdj
不发达国家	bfdjv
百废待举	bfdjvo
班底	bfdk
般地	bfdku
不知道了	bfdl
半点	bfdm
办点	bfdma
搬点	bfdmi
斑点	bfdmv
不知道呢	bfdn
板荡	bfdp
伴当	bfdpi
扳档	bfdpiv
不知对否	bfdpv
北方地区	bfdq
部分地区	bfdqo
板凳	bfdr
半大	bfds
半打	bfdso
半段	bfdt
包装袋	bfdu
不值得	bfdv
不发达	bfdva
不值当	bfdvi
百分点	bfdvu
不反对	bfdvua
不封顶	bfdvv
半吨	bfdw
半顿	bfdwo
半蹲	bfdwoo
百废待兴	bfdx
不分大小	bfdxv
搬动	bfdy
不分敌友	bfdyv
办到	bfdz
绊倒	bfdza
搬到	bfdzi
扳倒	bfdzii
半岛	bfdzo
半道	bfdzoo
班倒	bfdzv
比方说	bfe
滨州市	bfea
巴中市	bfeai
版税	bfeb
办税	bfeba
扳手	bfed
半兽	bfedo
颁授	bfedu
半设	bfee
半折	bfeeo
本质上是	bfeev
不妨试试	bfeeva
半山	bfef
不分胜负	bfefv
半衰	bfeg
不知什么时候	bfeh
报复社会	bfehi
不负韶华	bfehv
蝙蝠衫	bfei
报纸上	bfeia
背着手	bfeio
半数	bfej
伯仲叔季	bfeji
半熟	bfejo
爆炸事件	bfejoo
白费时间	bfeju
板书	bfejv
办事	bfek
半世	bfeko
半是	bfekoo
半时	bfekoo
版式	bfeku
板式	bfekv
班师	bfekvi
半身	bfen
半神	bfeno
并非是	bfeo
爆发式	bfeoa
爆炸声	bfeoo
班上	bfep
搬上	bfepi
半晌	bfepo
板刷	bfeq
不知深浅	bfeqv
半生	bfer
伴生	bferi
半声	bfero
半升	bferou
癍痧	bfes
边防哨所	bfesa
半霎	bfeso
不服水土	bfet
保重身体	bfeti
百分数	bfev
不费事	bfeva
不止是	bfevi
不只是	bfevo
本质上	bfevu
不重视	bfevuo
不知谁	bfevuo
不服输	bfevuv
不治身亡	bfew
不分上下	bfex
闭着双眼	bfey
板烧	bfez
百分之	bff
百分之百	bffb
宝中之宝	bffbo
百分之一百	bffbv
百分之八	bffbvu
半周	bffd
伴着	bffe
搬着	bffei
半遮	bffeo
百分之十	bffev
板着	bffevo
拌饭	bfff
半幅	bffj
办复	bffja
伯仲之间	bffji
不知凡几	bffjv
坂芙	bffjvi
板斧	bffjvu
不智之举	bffjvu
百分之几	bffjvu
班服	bffjvu
班副	bffjvv
半只	bffk
办置	bffka
扳指	bffki
扳直	bffkiu
搬至	bffkiv
半支	bffko
板滞	bffkv
板桌	bffl
班卓	bfflv
百分之六	bfflvu
板状	bffm
扮装	bffmi
半分	bffn
半份	bffno
半分钟	bffo
被俘者	bffoi
班房	bffp
板房	bffpv
不治之症	bffq
百分之七	bffqv
班风	bffr
办法	bffs
办发	bffsa
颁发	bffsu
百分之三	bffsv
百分之四	bffsvu
板砖	bfft
搬砖	bffti
不法之徒	bfftv
不负重托	bfftvu
包装纸	bffu
包装费	bffuo
笨方法	bffuoa
八分之	bffuu
标志着	bffv
百分制	bffvu
不犯法	bffvua
不复返	bffvuu
不重复	bffvuu
班费	bffw
半废	bffwo
不负众望	bffwv
杯中之物	bffwvi
不负重望	bffwvu
百分之五	bffwvu
不孚众望	bffwvu
板状	bffx
编制方案	bffxa
扮装	bffxi
八分之二	bffxu
百分之二	bffxv
班中	bffy
波分复用	bffya
捕风捉影	bffyi
北方方言	bffyio
暴风骤雨	bffyo
半钟	bffyoi
八方支援	bffyu
八分之一	bffyuu
百分之一	bffyv
不分昼夜	bffyvu
办照	bffz
不法分子	bffzv
不知者不罪	bffzvu
避风港	bfg
版规	bfgb
扮鬼	bfgbi
班规	bfgbv
不知高低	bfgd
不分高低	bfgdv
半个	bfge
办个	bfgea
半格	bfgeo
班戈	bfgev
班干	bfgf
白费功夫	bfgfu
半股	bfgj
播放工具	bfgji
包装工程	bfgju
班固	bfgjv
板鼓	bfgjvv
办过	bfgl
半根	bfgn
保值功能	bfgni
部分功能	bfgno
班岗	bfgp
半挂	bfgq
半官	bfgt
饱腹感	bfgu
不放过	bfgv
颁给	bfgw
不分高下	bfgx
变法革新	bfgxo
办公	bfgy
半高	bfgz
本职工作	bfgzv
暴发户	bfh
巴扎黑	bfha
班会	bfhb
搬回	bfhbi
扳回	bfhbii
半会	bfhbo
板绘	bfhbv
不知好歹	bfhd
办后	bfhda
不分好歹	bfhdv
不知何时	bfhe
半酣	bfhf
不知悔改	bfhg
办坏	bfhga
不知好坏	bfhh
不分好坏	bfhhv
北方话	bfhi
板胡	bfhj
不着痕迹	bfhjv
不知何处	bfhjvu
搬货	bfhl
办货	bfhla
拌和	bfhli
瘢痕	bfhn
癍痕	bfhno
斑痕	bfhnv
别废话	bfho
半行	bfhp
版画	bfhq
班花	bfhqv
板画	bfhqvv
别装糊涂	bfht
包装盒	bfhu
不符合	bfhv
百分号	bfhvu
不复回	bfhvui
斑黄	bfhx
变着花样	bfhy
白发红颜	bfhyu
白昼黑夜	bfhyua
八方呼应	bfhyuo
办好	bfhz
版号	bfhzu
白纸黑字	bfhzua
不着急	bfj
边防军	bfja
搬进	bfjb
钣金	bfjbi
半斤	bfjbo
板筋	bfjbv
半角	bfjc
绊脚	bfjca
半截	bfjd
办结	bfjda
半节	bfjdo
板结	bfjdv
班车	bfje
白费精神	bfjeu
板车	bfjev
班禅	bfjf
半径	bfjg
半决	bfjh
不分场合	bfjhv
播放机	bfji
北伐军	bfjii
抱佛脚	bfjiiu
搬出	bfjj
避繁就简	bfjja
悲愤交加	bfjji
半局	bfjjo
不知纪极	bfjjv
班级	bfjk
扳机	bfjki
步伐加快	bfjkii
半级	bfjko
版记	bfjku
班机	bfjkv
班吉	bfjkvv
半句	bfjl
不知就里	bfjlv
办件	bfjm
别着急	bfjo
迸发出	bfjoa
半封建	bfjov
半场	bfjp
办厂	bfjpa
伴唱	bfjpi
斑鸠	bfjq
避重就轻	bfjqa
半旧	bfjqo
办成	bfjr
扮成	bfjri
半成	bfjro
半程	bfjrou
搬家	bfjs
半价	bfjso
板甲	bfjsv
不知进退	bfjt
半卷	bfjto
白费劲	bfju
比重计	bfjv
不费劲	bfjva
不忠诚	bfjvi
毕福剑	bfjvo
不分家	bfjvu
半纯	bfjw
伴君	bfjwi
颁奖	bfjx
编制程序	bfjxa
保值储蓄	bfjxi
百废俱兴	bfjxv
半潮	bfjz
班超	bfjzv
本专科	bfk
败者寇	bfka
阪口	bfkd
版刻	bfke
半刻	bfkeo
半颗	bfkeoi
半棵	bfkeov
白费口舌	bfkeu
办刊	bfkf
播放控制	bfkfi
不置可否	bfkfv
半块	bfkg
版块	bfkgu
板块	bfkgv
斑块	bfkgvv
搬开	bfkh
扳开	bfkhi
半开	bfkho
扮酷	bfkj
部分课程	bfkjo
半筐	bfkm
部分科目	bfkmo
坂垦	bfkn
被罚款	bfko
被指控	bfkoi
办卡	bfks
板卡	bfksv
板宽	bfkt
不分开	bfkv
半筐	bfkx
白费苦心	bfkxu
半空	bfky
搬空	bfkyi
百分率	bfl
绷着脸	bfla
不服来辩	bflb
拌料	bflc
版聊	bflcu
板料	bflcv
板楼	bfld
班列	bfldv
办了	bfle
不分老少	bflev
斑斓	bflf
巴甫洛夫	bflfa
不知老之将至	bflfv
不服来干	bflg
搬来	bflh
不知利害	bflhv
播放量	bfli
半路	bflj
半露	bfljo
办理	bflk
搬离	bflki
班里	bflkv
板栗	bflkvv
伴侣	bfll
半裸	bfllo
兵分两路	bfllu
半连	bflm
板脸	bflmv
爆发力	bflo
宝芝林	bfloi
半枝莲	bflov
伴郎	bflp
半流	bflq
白费力气	bflqu
不费力气	bflqv
不服来战	bflqvu
部分利润	bflr
半拉	bfls
白费蜡	bflu
板着脸	bflv
不放辣	bflvo
不服老	bflvu
不制冷	bflvuo
班轮	bflw
不知廉耻	bflwv
扮靓	bflx
斑龙	bfly
巴伐利亚	bflya
不分老幼	bflyv
半老	bflz
不知名	bfm
半秒	bfmc
半殖民地	bfmd
不知名的	bfmdv
半满	bfmf
班名	bfmg
半亩	bfmj
播种面积	bfmji
半殖民地半封建	bfmjo
半米	bfmk
瓣膜	bfml
版面	bfmm
拌面	bfmmi
半面	bfmmo
板面	bfmmv
班门	bfmn
板门	bfmnv
斑马	bfms
半马	bfmso
白富美	bfmu
本周末	bfmv
不重码	bfmvu
搬煤	bfmw
并非没有	bfmy
半毛	bfmz
北方民族	bfmzi
斑蝥	bfmzv
斑猫	bfmzvu
并非那	bfn
伴您	bfnb
不分南北	bfnbv
伴你	bfnk
不分年龄	bfnl
半年	bfnm
不分男女	bfnn
版纳	bfns
本周内	bfnv
不烦恼	bfnvo
板内	bfnw
不分你我	bfnwv
伴娘	bfnx
百爪挠心	bfnxv
搬弄	bfny
半恼	bfnz
爆炸品	bfp
半票	bfpc
半盘	bfpf
半瓶	bfpg
扳平	bfpgi
半屏	bfpgo
半拍	bfph
背风坡	bfpi
搬铺	bfpj
不知疲倦	bfpjv
不服判决	bfpjvu
板坯	bfpk
半坡	bfpl
半片	bfpm
部分品牌	bfpp
包分配	bfpu
般配	bfpw
部分朋友	bfpy
播放器	bfq
本质区别	bfqb
不分青红皂白	bfqbv
板桥	bfqc
伴着	bfqe
边防战士	bfqea
办展	bfqf
不知轻重	bfqfv
百转千回	bfqh
八中全会	bfqhu
保质期	bfqi
播种期	bfqiu
版主	bfqj
绊住	bfqja
敝帚千金	bfqjo
半区	bfqjov
版区	bfqju
班主	bfqjv
斑竹	bfqjvu
办起	bfqk
搬起	bfqki
半旗	bfqko
半期	bfqkov
班期	bfqkv
不知其可	bfqkvu
板起	bfqkvv
不乏其例	bfql
搬迁	bfqm
斑疹	bfqn
并发症	bfqo
爆发期	bfqoa
班长	bfqp
半张	bfqpo
板障	bfqpv
半球	bfqq
北伐战争	bfqqi
板球	bfqqv
办证	bfqr
颁证	bfqru
不乏其人	bfqrv
板正	bfqrvv
版权	bfqt
半圈	bfqto
标志着	bfqv
不值钱	bfqvi
班卓琴	bfqviv
百褶裙	bfqvo
不放弃	bfqvoo
不服气	bfqvu
不知情	bfqvuo
本周起	bfqvuv
百夫长	bfqvv
班群	bfqw
板墙	bfqx
边防前线	bfqxa
不知其二	bfqxv
不知去向	bfqxvu
不知其详	bfqxvu
报复主义	bfqy
办照	bfqz
不知者不罪	bfqzv
北方人	bfr
并非如此	bfrc
不知人间有羞耻事	bfre
宾至如归	bfrg
不知如何是好	bfrh
搬入	bfrj
半日	bfrk
班任	bfrn
变种人	bfro
部分人	bfrou
包装容器	bfrq
标志认证	bfrqv
半软	bfrt
白种人	bfru
不否认	bfrv
笔者认为	bfrw
不知肉味	bfrwv
不分日夜	bfry
本周四	bfs
伴随	bfsb
半岁	bfsbo
不知所措	bfsc
扮色	bfse
不知所终	bfsf
不知死活	bfsh
半宿	bfsj
半死	bfsk
搬唆	bfsl
办丧	bfsp
不负所托	bfst
拌蒜	bfsti
不知所谓	bfsw
不知所为	bfswv
伴送	bfsy
不知所云	bfsyv
不知所以	bfsyvu
不知所踪	bfsz
不中听	bft
巴菲特	bfta
避风头	bftau
半条	bftc
板条	bftcv
半头	bftd
半透	bftdo
版头	bftdu
班头	bftdv
半瘫	bftf
膘肥体壮	bftfu
半停	bftg
部分通过	bftgo
班台	bfth
不知天高地厚	bfthv
版图	bftj
半途	bftjo
斑秃	bftjv
部分条款	bftk
办妥	bftl
半天	bftm
坂田	bftmv
爆炸头	bfto
半躺	bftp
半糖	bftpo
本质特征	bftq
伴她	bfts
伴他	bftsi
饼状图	bftu
不折腾	bftv
半吞	bftw
部分同学	bftx
半桶	bfty
悲愤填膺	bftyi
伴同	bftyii
不支持	bfw
编织物	bfwa
变废为宝	bfwb
半丑	bfwd
班车	bfwe
板车	bfwev
办完	bfwf
搬完	bfwfi
半碗	bfwfo
不知为何	bfwh
伴舞	bfwj
搬屋	bfwji
版务	bfwju
班务	bfwjv
半尺	bfwk
败者为寇	bfwka
伴我	bfwl
半卧	bfwlo
不费吹灰之力	bfwlv
板床	bfwm
不知为什么	bfwmv
斑纹	bfwn
爆炸物	bfwo
别发愁	bfwoa
别烦我	bfwoo
搬往	bfwp
板瓦	bfws
办差	bfwsa
半船	bfwt
包装物	bfwu
标志物	bfwv
杯中物	bfwvi
不指望	bfwvio
百分位	bfwvu
班委	bfww
板床	bfwx
变法维新	bfwxo
半潮	bfwz
冰封王座	bfwzo
不放心	bfx
编者按	bfxa
边防线	bfxaa
编织线	bfxaaa
版心	bfxb
半新	bfxbo
半信	bfxboi
办校	bfxc
板鞋	bfxd
伴偶	bfxdi
不知虚实	bfxe
别放心上	bfxeo
办案	bfxf
不分轩轾	bfxfv
颁行	bfxg
伴星	bfxgi
伴行	bfxgiu
半醒	bfxgo
冰封雪裹	bfxgov
版型	bfxgu
板型	bfxgv
办学	bfxh
半血	bfxho
不分先后	bfxhv
蝙蝠侠	bfxi
报复性	bfxiu
报复心	bfxiuo
板儿	bfxj
伴儿	bfxji
爆炸案件	bfxjo
白费心机	bfxju
版二	bfxjuv
半细	bfxk
扮戏	bfxki
不知下落	bfxl
报复心理	bfxli
不乏先例	bfxlv
半仙	bfxm
半先	bfxmo
爆炸性	bfxo
爆发性	bfxoa
变法儿	bfxoau
爆炸案	bfxoo
暴风雪	bfxou
半袖	bfxq
半休	bfxqo
并非偶然	bfxr
搬下	bfxs
半夏	bfxso
白费心思	bfxsu
半悬	bfxt
包装箱	bfxu
标志性	bfxv
不妨碍	bfxva
不执行	bfxvi
本质性	bfxvu
班训	bfxw
不知羞耻	bfxwv
不法行为	bfxwva
扮相	bfxx
北风啸啸	bfxxi
扮像	bfxxii
不治而愈	bfxy
不重要	bfy
伴音	bfyb
半音	bfybo
不值一驳	bfybv
不止于此	bfyc
不止一次	bfycv
不只一次	bfycvo
伴有	bfyd
伴游	bfydi
板油	bfydv
半夜	bfye
半叶	bfyeo
并非易事	bfyeoi
半页	bfyeov
不值一哂	bfyev
不妨一试	bfyeva
扮演	bfyf
搬演	bfyfi
伴宴	bfyfio
半掩	bfyfo
八分音符	bfyfu
笔锋一转	bfyfui
板眼	bfyfv
不止一种	bfyfvi
不止一个	bfyg
半影	bfygo
板硬	bfygv
不值一顾	bfygvi
半月	bfyh
伴月	bfyhi
报之以	bfyi
闭着眼睛	bfyj
悲愤欲绝	bfyji
不知有汉，何论魏晋	bfyjv
不眨眼睛	bfyjvi
搬移	bfyk
闭着眼	bfyo
半中腰	bfyoi
别这样	bfyoo
暴风雨	bfyou
变质岩	bfyoui
版样	bfyp
播放影片	bfypi
本质要求	bfyq
不值一钱	bfyqv
被抚养人	bfyr
板鸭	bfys
板牙	bfysv
半圆	bfyt
不值一提	bfytv
不值一谈	bfytvi
八爪鱼	bfyu
不至于	bfyv
不中用	bfyvi
不中意	bfyvio
不这样	bfyvo
本专业	bfyvv
不致于	bfyvvv
搬运	bfyw
拌匀	bfywi
并非因为	bfywo
笔者以为	bfywu
不值一文	bfywv
搬用	bfyy
暴风影音	bfyyo
不发一言	bfyyv
不知缘由	bfyyvu
半腰	bfyz
半妖	bfyzo
不负责	bfz
败者贼	bfza
拌嘴	bfzb
半醉	bfzbo
不分皂白	bfzbv
伴奏	bfzd
搬走	bfzdi
不知怎的	bfzdv
不知怎么的	bfzdvu
不知咋的	bfzdvu
报纸杂志	bfzf
办在	bfzh
版载	bfzhu
板载	bfzhv
班组	bfzj
班子	bfzk
绊子	bfzka
半子	bfzko
板子	bfzkv
扮作	bfzl
半做	bfzlo
不知自量	bfzlv
不知怎么	bfzm
敝帚自珍	bfzq
不负责任	bfzr
颁赠	bfzru
办砸	bfzs
不知足	bfzv
不复杂	bfzvu
不飞则已	bfzy
班干部	bgb
并表	bgbc
半工半读	bgbd
不高不低	bgbdv
秉公办事	bgbe
冰冰	bgbg
不管不顾	bgbgv
不敢不敢	bgbgva
不尴不尬	bgbgvv
兵败	bgbh
并不	bgbj
兵部	bgbju
毕恭毕敬	bgbjv
不干不净	bgbjvv
并比	bgbk
秉笔	bgbku
并拨	bgbl
秉公办理	bgblu
包工包料	bgbluv
病变	bgbm
兵变	bgbmu
并苯	bgbn
被关闭	bgbo
冰棒	bgbp
八纲辨证	bgbq
不敢保证	bgbqv
并把	bgbs
不改变	bgbv
并被	bgbw
笔耕不辍	bgbwu
兵备	bgbwuu
不管不问	bgbwv
不高不矮	bgbx
边干边学	bgbxa
冰雹	bgbz
并报	bgbzo
禀报	bgbzoi
冰暴	bgbzoo
冰豹	bgbzou
不光彩	bgc
病残	bgcf
宝贵财富	bgcfo
不甘雌伏	bgcfv
别搞错	bgco
并曾	bgcr
冰层	bgcro
冰镩	bgct
并存	bgcw
并从	bgcy
兵操	bgcz
不敢当	bgd
巴格达	bgda
波哥大	bgdav
并对	bgdb
冰雕	bgdc
冰斗	bgdd
病得	bgde
半个多小时	bgdeo
冰蛋	bgdf
并定	bgdg
兵丁	bgdgu
丙丁	bgdgv
冰袋	bgdh
办公电话	bgdha
报告单	bgdi
背光灯	bgdii
病毒	bgdj
冰毒	bgdjo
病笃	bgdjou
不顾大局	bgdjv
兵地	bgdk
并蒂	bgdko
并多	bgdl
办公大楼	bgdla
冰点	bgdm
不敢怠慢	bgdmv
补光灯	bgdo
半个多	bgdoi
摒挡	bgdp
冰灯	bgdr
不共戴天	bgdt
不够多	bgdv
比高低	bgdvo
不感到	bgdvv
冰盾	bgdw
冰冻	bgdy
半个多月	bgdyo
冰岛	bgdz
病倒	bgdzo
冰刀	bgdzoa
并到	bgdzov
办公室	bge
冰水	bgeb
办公设备	bgeba
并受	bged
变革时代	bgedo
不管是谁	bgee
不顾事实	bgeev
冰山	bgef
不过是个	bgeg
报告书	bgei
保管室	bgeiu
兵书	bgej
办公时间	bgeja
半个世纪	bgejo
半个时辰	bgejoi
宝贵时间	bgejoi
病逝	bgek
病史	bgeko
并使	bgekoi
病势	bgekoi
病室	bgekoo
冰室	bgekoo
并是	bgekoo
冰释	bgekou
兵士	bgeku
兵事	bgekuv
并说	bgel
不够熟练	bgelv
冰霜	bgem
冰爽	bgemo
宝贵生命	bgemo
丙申	bgen
冰上	bgep
病上	bgepo
不甘示弱	bger
屏声	bgera
兵圣	bgeru
兵贵神速	bges
不顾生死	bgesv
不过是	bgev
不敢说	bgeva
不隔事	bgevav
不光是	bgevi
不管是	bgevu
不管谁	bgevuo
不管事	bgevuv
不干涉	bgevv
悲观失望	bgew
冰霜	bgex
冰爽	bgexo
杯弓蛇影	bgey
补过拾遗	bgeyo
办公桌	bgf
办公费	bgfa
冰锥	bgfb
并州	bgfd
冰粥	bgfdo
秉着	bgfe
病者	bgfeo
不敢直视	bgfev
秉公执法	bgff
保管费	bgfi
报告中	bgfiu
并附	bgfj
报告指出	bgfji
北国之春	bgfjii
冰敷	bgfjo
禀赋	bgfjoa
半个专家	bgfjoi
病夫	bgfjov
兵符	bgfju
秉赋	bgfjua
并至	bgfk
并指	bgfko
病志	bgfkov
不归之路	bgfl
病骨支离	bgflo
病状	bgfm
饼状	bgfmu
不敢这么	bgfmv
冰粉	bgfn
兵分	bgfnu
半个钟	bgfo
半官方	bgfoo
半高轴	bgfoov
被告发	bgfou
病房	bgfp
败鼓之皮	bgfpa
丙方	bgfpv
不敢放弃	bgfq
冰封	bgfr
冰峰	bgfro
兵锋	bgfru
兵法	bgfs
并发	bgfso
病发	bgfsoa
并罚	bgfsoi
并转	bgft
冰砖	bgfto
半个钟头	bgftoi
不轨之徒	bgftv
不规范	bgfv
不过分	bgfvv
并非	bgfw
饼肥	bgfwu
病状	bgfx
饼状	bgfxu
兵种	bgfy
办公费用	bgfya
并重	bgfyo
病终	bgfyoa
病中	bgfyoi
病重	bgfyou
丙种	bgfyv
并找	bgfz
冰罩	bgfzo
包干负责	bgfzu
不过关	bgg
冰柜	bggb
并轨	bggbo
并购	bggd
兵哥	bgge
兵革	bggeu
兵戈	bggeuv
饼干	bggf
并感	bggfo
丙肝	bggfv
冰盖	bggh
病故	bggj
柄国	bggl
冰光	bggm
病根	bggn
不敢高攀	bggp
冰挂	bggq
并关	bggt
冰棺	bggto
不敢苟同	bggtv
不够格	bggv
碧根果	bggvv
冰棍	bggw
并给	bggwo
不敢恭维	bggwv
冰光	bggx
秉公	bggy
兵工	bggyu
禀告	bggz
冰糕	bggzo
冰镐	bggzoi
报告会	bgh
办公会	bgha
并会	bghb
冰厚	bghd
病后	bghdo
冰河	bghe
冰盒	bgheo
并和	bgheou
冰核	bgheov
饼盒	bgheu
不干好事	bghev
冰寒	bghf
不顾后果	bghg
病害	bghh
冰海	bghho
不过还好	bghhv
冰壶	bghj
办公环境	bghja
冰湖	bghjo
并获	bghl
冰火	bghlo
兵火	bghlu
丙火	bghlv
不给活路	bghlva
冰花	bghq
不甘后人	bghr
病患	bght
不光滑	bghv
不够好	bghvu
办公会议	bghy
病号	bghz
病好	bghzo
不干净	bgj
办公处	bgja
并进	bgjb
并紧	bgjbo
病娇	bgjc
冰窖	bgjco
并解	bgjd
兵车	bgje
不过就是	bgjev
不敢接受	bgjeva
并产	bgjf
不改初衷	bgjfv
冰晶	bgjg
并拆	bgjh
不给机会	bgjhv
报告称	bgji
并处	bgjj
屏除	bgjja
摒除	bgjji
百感交集	bgjjv
并集	bgjk
屏迹	bgjka
并击	bgjko
并济	bgjkoa
